% site name: KAGA
% Time      North     err   East      err    Up       err
% year      mm        mm    mm        mm     mm       mm
2019.7670    72.8     2.2  -125.2     2.3    86.7     3.7
2019.7692    70.5     2.1  -123.7     2.2    88.2     3.6
2019.7720    70.5     2.2  -123.3     2.3    88.1     3.6
2019.7750    69.9     2.2  -123.3     2.3    92.7     3.6
2019.7780    70.6     2.2  -124.4     2.3    88.8     3.5
2019.7802    70.7     2.2  -123.4     2.3    89.2     3.6
2019.7830    70.8     2.2  -123.9     2.2    88.3     3.8
2019.7860    70.1     2.2  -123.4     2.2    88.9     3.6
2019.7884    71.8     2.2  -121.5     2.2    87.9     3.5
2019.7912    72.0     2.2  -121.4     2.2    89.2     3.5
2019.7940    70.1     2.2  -120.9     2.3    88.5     3.6
2019.7970    72.9     2.2  -120.9     2.2    91.1     3.7
2019.7994    72.8     2.2  -121.5     2.2    84.3     3.6
2019.8022    71.7     2.2  -122.4     2.2    88.3     3.8
2019.8050    73.4     2.2  -121.6     2.2    86.1     3.6
2019.8080    73.5     2.2  -122.5     2.2    87.1     3.6
2019.8104    71.9     2.2  -122.5     2.2    88.7     3.7
2019.8131    72.1     2.2  -121.9     2.2    86.7     3.7
2019.8160    71.0     2.2  -121.1     2.2    84.1     3.6
2019.8190    71.1     2.2  -121.7     2.2    86.2     3.7
2019.8214    70.6     2.3  -121.6     2.2    85.9     3.6
2019.8240    70.6     2.2  -122.7     2.2    86.5     3.7
2019.8270    69.9     2.2  -122.1     2.2    86.9     3.6
2019.8300    72.2     2.3  -120.8     2.2    87.3     3.8
2019.8322    73.5     2.2  -121.9     2.2    88.4     3.6
2019.8350    74.9     2.2  -121.5     2.2    92.6     3.6
2019.8380    72.5     2.1  -123.0     2.2    93.5     3.7
2019.8410    74.2     2.2  -122.9     2.3    91.8     3.6
2019.8432    73.7     2.2  -123.4     2.2    91.4     3.9
2019.8460    72.2     2.2  -123.8     2.2    91.0     3.6
2019.8490    73.2     2.2  -125.2     2.2    87.3     3.6
2019.8514    73.9     2.1  -123.6     2.2    89.2     3.6
2019.8542    73.3     2.2  -124.2     2.2    95.0     3.6
2019.8570    73.7     2.2  -124.0     2.2    88.0     3.7
2019.8600    72.8     2.2  -124.2     2.2    92.2     3.7
2019.8624    73.1     2.2  -124.9     2.2    89.5     3.7
2019.8651    73.2     2.2  -124.0     2.3    98.0     3.7
2019.8680    74.8     2.2  -122.5     2.2    90.8     3.7
2019.8710    77.2     2.2  -124.2     2.2   108.2     3.6
2019.8734    72.2     2.2  -123.4     2.4    99.9     3.6
2019.8760    73.0     2.2  -123.3     2.2    93.8     3.9
2019.8790    72.9     2.2  -121.9     2.2    95.4     3.7
2019.8820    75.7     2.1  -121.3     2.2    92.6     3.7
2019.8842    74.4     2.2  -122.8     2.2    90.7     3.7
2019.8870    73.6     2.2  -124.5     2.2    90.6     3.6
2019.8900    73.1     2.2  -123.8     2.2    89.3     3.7
2019.8930    73.9     2.2  -121.8     2.2    88.6     3.7
2019.8952    75.1     2.2  -122.1     2.2    87.0     3.7
2019.8980    73.6     2.2  -122.2     2.2    89.2     3.7
2019.9010    75.3     2.2  -122.1     2.2    88.2     3.5
2019.9034    74.2     2.2  -123.0     2.2    89.5     3.5
2019.9062    74.0     2.2  -122.6     2.2    92.3     3.7
2019.9090    72.8     2.2  -122.1     2.3    91.4     3.6
2019.9120    74.2     2.2  -123.4     2.2    96.2     3.6
2019.9144    74.4     2.2  -123.0     2.3    92.5     3.5
2019.9172    75.5     2.2  -122.9     2.2    95.1     3.6
2019.9200    75.3     2.2  -123.2     2.2   100.5     3.6
2019.9230    73.9     2.2  -124.9     2.2    97.7     3.6
2019.9254    74.5     2.2  -125.3     2.2    95.5     3.6
2019.9281    75.6     2.2  -125.5     2.2    93.1     3.6
2019.9310    73.1     2.3  -124.7     2.2    95.6     3.5
2019.9340    73.2     2.2  -125.3     2.2    94.5     3.5
2019.9364    72.3     2.2  -123.4     2.2    95.4     3.6
2019.9390    73.3     2.2  -123.2     2.2    93.0     5.4
2019.9420    74.1     2.2  -123.8     2.2    93.6     3.7
2019.9450    74.3     2.2  -123.5     2.2    96.2     3.7
2019.9472    73.8     2.2  -124.0     2.2    94.3     4.4
2019.9500    72.2     2.2  -124.3     2.2    97.4     4.2
2019.9530    73.3     2.2  -123.6     2.2    93.5     3.7
2019.9560    75.0     2.2  -124.1     2.2    94.3     3.7
2019.9582    74.1     2.0  -124.7     2.2    94.1     3.8
2019.9610    73.4     2.2  -124.9     2.2    91.5     3.7
2019.9640    74.4     2.2  -126.7     2.2    87.9     3.8
2019.9664    74.9     2.2  -127.1     2.2    86.1     3.6
2019.9692    74.4     2.0  -127.1     2.2    82.9     3.8
2019.9720    73.4     2.1  -125.8     2.3    88.6     3.8
2019.9750    74.4     2.2  -124.6     2.3    89.0     3.7
2019.9774    73.4     2.2  -124.2     2.2    86.8     3.6
2019.9801    73.6     2.2  -125.5     2.2    86.8     3.7
2019.9830    75.2     2.2  -123.7     2.2    86.0     3.6
2019.9860    76.4     2.2  -123.3     2.2    88.7     3.5
2019.9884    76.4     2.2  -124.1     2.2    90.3     3.7
2019.9910    76.2     2.2  -125.1     2.2    88.8     3.7
2019.9940    73.9     2.2  -124.8     2.2    92.6     3.7
2019.9970    73.4     2.2  -125.3     2.2    92.0     3.6
2019.9992    73.9     2.1  -124.5     2.2    98.9     3.5
2020.0020    74.6     2.2  -123.8     2.1    96.6     3.7
2020.0050    75.0     2.1  -125.9     2.2    93.6     3.8
2020.0080    74.5     2.2  -125.8     2.3    90.3     3.6
2020.0102    76.0     2.2  -124.6     2.2    93.4     3.7
2020.0130    74.9     2.2  -126.4     2.1    92.9     3.7
2020.0160    75.4     2.2  -126.2     2.2    93.1     3.6
2020.0184    74.0     2.2  -125.1     2.2    91.5     3.6
2020.0212    74.8     2.2  -125.6     2.2    94.9     3.8
2020.0240    74.6     2.2  -126.6     2.2    92.2     3.9
2020.0270    74.5     2.2  -124.0     2.3    93.0     3.9
2020.0294    76.5     2.2  -125.9     2.2    93.0     3.7
2020.0322    74.0     2.2  -126.3     2.2    90.8     3.9
2020.0350    75.8     2.2  -125.2     2.2    95.5     3.7
2020.0380    73.6     2.2  -126.9     2.2    90.0     3.8
2020.0404    74.3     2.1  -126.6     2.2    91.9     3.7
2020.0430    74.7     2.2  -125.5     2.3    89.7     3.6
2020.0460    74.3     2.2  -128.4     2.2    87.0     3.6
2020.0490    74.3     2.2  -126.0     2.3    87.7     3.7
2020.0513    73.4     2.2  -124.6     2.2    90.1     3.7
2020.0540    74.6     2.2  -125.1     2.3    86.0     3.8
2020.0570    73.9     2.3  -125.0     2.2    84.4     3.8
2020.0600    73.8     2.1  -124.9     2.2    90.4     3.6
2020.0622    73.6     2.1  -125.4     2.2    86.4     3.7
2020.0650    74.4     2.2  -127.2     2.2    93.6     3.6
2020.0680    74.8     2.2  -126.2     2.3    90.5     3.7
2020.0710    75.9     2.1  -127.3     2.2    88.3     3.5
2020.0732    74.7     2.1  -127.1     2.2    94.8     3.6
2020.0760    74.7     2.2  -127.1     2.2    96.3     3.6
2020.0790    75.3     2.2  -125.4     2.2    96.1     3.7
2020.0814    75.0     2.1  -123.9     2.2    97.0     3.7
2020.0842    73.3     2.1  -126.4     2.3    94.1     3.6
2020.0870    74.3     2.2  -125.6     2.2    91.5     3.6
2020.0900    75.7     2.2  -125.3     2.2    95.1     3.6
2020.0924    74.4     2.2  -125.2     2.2    92.3     3.5
2020.0950    75.2     2.1  -126.5     2.2    92.0     3.7
2020.0980    74.5     2.2  -126.0     2.2    96.4     4.2
2020.1010    74.6     2.2  -125.9     2.3    96.8     4.0
2020.1033    74.6     2.2  -125.4     2.3    94.4     3.8
2020.1060    75.8     2.2  -124.8     2.3    94.2     3.8
2020.1090    74.9     2.2  -128.1     2.2    96.3     3.8
2020.1120    74.5     2.1  -127.2     2.2    91.6     3.7
2020.1142    75.0     2.1  -127.3     2.3    86.9     3.7
2020.1170    75.2     2.2  -126.6     2.3    86.9     3.8
2020.1200    75.0     2.9  -125.4     2.2    86.5     3.6
2020.1230    75.2     2.2  -125.6     2.2    90.9     3.6
2020.1252    74.7     2.2  -127.0     2.2    92.9     3.6
2020.1280    74.9     2.5  -128.0     2.2    92.0     3.8
2020.1310    74.4     2.4  -128.4     2.2    90.2     3.7
2020.1334    74.3     2.2  -127.8     2.2    89.3     3.6
2020.1362    75.0     2.2  -128.0     2.2    86.7     3.6
2020.1390    75.5     2.2  -128.4     2.2    87.2     3.7
2020.1420    75.9     2.2  -127.5     2.2    93.7     3.6
2020.1444    77.3     2.2  -128.4     2.2    89.7     3.9
2020.1472    77.6     2.2  -128.9     2.2    91.2     3.8
2020.1500    76.3     2.3  -130.3     2.2    89.3     3.7
2020.1530    75.4     2.3  -130.3     2.2    84.7     3.8
2020.1553    76.4     2.2  -130.1     2.2    86.7     3.7
2020.1580    76.2     2.2  -129.7     2.2    89.2     3.6
2020.1610    76.5     2.2  -128.4     2.2    91.9     3.8
2020.1640    77.2     2.2  -129.8     2.9    90.6     3.6
2020.1663    77.9     2.0  -128.8     2.2    91.4     3.6
2020.1690    74.3     2.2  -126.7     2.2    90.6     3.6
2020.1720    75.8     2.2  -128.4     2.5    86.5     3.7
2020.1750    76.4     2.2  -129.6     2.5    88.0     3.7
2020.1772    76.0     2.2  -130.0     2.3    84.5     3.8
2020.1800    75.8     2.0  -130.0     2.2    88.7     3.8
2020.1830    77.7     2.1  -130.1     2.3    90.3     3.7
2020.1860    76.2     2.3  -130.3     2.2    89.9     3.6
2020.1882    74.6     2.2  -129.1     2.3    92.7     3.6
2020.1910    77.1     2.1  -130.6     2.2    90.5     3.7
2020.1940    76.7     2.2  -130.8     2.3    85.9     3.7
2020.1964    75.2     2.2  -131.0     2.3    87.1     3.7
2020.1992    75.5     2.2  -130.2     2.2    83.4     3.6
2020.2020    74.2     2.3  -129.6     2.2    84.2     3.6
2020.2050    75.6     2.3  -130.7     2.2    85.6     3.5
2020.2073    76.4     2.3  -128.5     2.2    85.7     3.6
2020.2100    76.1     2.2  -129.5     2.1    86.0     3.6
2020.2130    78.1     2.3  -129.2     2.2    84.7     3.6
2020.2160    77.6     2.2  -129.5     2.2    86.2     3.7
2020.2183    77.8     2.2  -130.1     2.2    86.9     3.5
2020.2210    77.5     2.1  -129.7     2.2    82.2     3.6
2020.2240    78.0     2.2  -130.8     2.1    86.9     3.6
2020.2270    78.2     2.2  -130.2     2.3    88.7     3.9
2020.2292    78.5     2.1  -129.0     2.3    86.8     3.7
2020.2320    76.8     2.2  -129.8     2.2    89.4     3.6
2020.2350    75.3     2.2  -128.8     2.3    86.1     3.7
2020.2380    76.1     2.2  -129.6     2.2    81.3     3.7
2020.2402    76.4     2.2  -129.0     2.2    82.6     3.7
2020.2430    75.8     2.1  -131.9     2.2    74.1     3.6
2020.2460    74.3     2.2  -131.2     2.3    79.2     3.7
2020.2484    76.4     2.2  -131.2     2.3    83.0     3.7
2020.2512    77.1     2.1  -131.6     2.3    75.2     3.7
2020.2540    75.9     2.2  -130.6     2.2    76.9     3.7
2020.2570    76.7     2.2  -129.5     2.3    81.5     3.7
2020.2593    75.3     2.2  -129.8     2.2    87.3     3.6
2020.2622    76.5     2.1  -131.5     2.3    87.9     3.6
2020.2650    78.2     2.2  -130.7     2.3    89.5     3.6
2020.2680    78.3     2.2  -129.1     2.2    85.0     3.6
2020.2703    78.0     2.2  -128.7     2.2    85.4     3.7
2020.2730    76.8     2.0  -129.1     2.3    81.4     3.6
2020.2760    76.9     2.1  -128.5     2.2    79.8     3.6
2020.2790    77.2     2.4  -128.4     2.3    80.9     3.6
2020.2813    78.0     2.3  -128.2     2.3    85.0     3.5
2020.2840    77.1     2.2  -130.4     2.2    88.7     3.6
2020.2870    78.7     2.2  -130.4     2.3    80.4     3.6
2020.2900    78.3     2.2  -130.9     2.2    81.6     3.6
2020.2922    78.7     2.1  -131.1     2.2    85.4     3.7
2020.2950    78.2     2.2  -129.5     2.2    89.5     3.8
2020.2980    78.2     2.2  -128.4     2.2    87.3     3.8
2020.3010    80.3     2.2  -129.7     2.2    90.5     3.7
2020.3032    78.3     2.2  -128.7     2.2    80.5     3.8
2020.3060    78.6     2.2  -130.7     2.3    81.9     3.8
2020.3090    77.7     2.2  -130.4     2.2    82.4     3.6
2020.3114    79.2     2.2  -129.5     2.2    83.3     3.6
2020.3142    77.2     2.2  -130.9     2.2    80.1     3.7
2020.3170    77.5     2.2  -130.7     2.1    78.7     3.6
2020.3200    79.0     2.2  -131.4     2.3    88.8     3.7
2020.3223    79.2     2.2  -129.6     2.4    94.6     3.5
2020.3250    77.5     2.3  -130.5     2.3    80.0     3.6
2020.3280    79.0     2.2  -129.7     2.3    78.9     3.6
2020.3310    78.3     2.2  -129.1     2.3    80.1     3.6
2020.3333    77.0     2.2  -128.6     2.3    79.1     3.6
2020.3360    77.8     2.2  -131.9     2.3    73.6     3.5
2020.3390    78.1     2.2  -131.0     2.2    75.7     3.6
2020.3420    80.2     2.2  -130.8     2.3    80.4     3.6
2020.3442    78.7     2.2  -129.4     2.2    81.3     3.7
2020.3470    79.3     2.2  -130.8     2.2    78.4     3.6
2020.3500    77.7     2.2  -130.8     2.2    77.5     3.5
2020.3530    79.0     2.1  -131.7     2.3    76.5     3.6
2020.3552    78.3     2.2  -132.4     2.2    74.3     3.6
2020.3580    78.5     2.3  -130.8     2.2    75.8     3.5
2020.3610    77.8     2.2  -132.0     2.2    79.8     3.9
2020.3634    78.5     2.1  -131.2     2.2    76.3     3.7
2020.3662    79.6     2.2  -132.0     2.2    77.8     3.6
2020.3690    79.1     2.2  -132.5     2.3    74.6     3.6
2020.3720    79.1     2.2  -131.1     2.3    75.0     3.6
2020.3743    79.9     2.2  -131.6     2.2    81.8     3.6
2020.3771    79.5     2.2  -133.1     2.3    76.4     3.7
2020.3800    78.9     2.2  -130.1     2.2    78.9     3.6
2020.3830    78.7     2.2  -131.3     2.2    76.7     3.6
2020.3853    79.2     2.1  -131.7     2.3    81.1     3.7
2020.3880    79.5     2.2  -131.1     2.2    80.5     3.7
2020.3910    79.2     2.2  -130.9     2.2    82.1     3.7
2020.3940    79.6     2.2  -131.5     2.2    82.5     3.6
2020.3963    79.0     2.2  -132.9     2.3    79.7     3.6
2020.3990    78.6     2.1  -133.6     2.3    79.6     3.6
2020.4020    78.4     2.2  -133.6     2.3    79.4     3.6
2020.4050    79.8     2.2  -133.2     2.3    77.8     3.7
2020.4072    79.1     2.2  -132.5     2.3    79.5     3.6
2020.4100    80.5     2.2  -135.9     2.2    80.0     3.6
2020.4130    80.3     2.2  -135.6     2.2    76.5     3.6
2020.4160    79.8     2.2  -135.0     2.2    77.9     3.7
2020.4182    80.2     2.2  -133.7     2.2    80.7     3.7
2020.4210    80.1     2.1  -132.4     2.2    80.8     3.6
2020.4240    80.4     2.2  -134.9     2.2    80.2     3.9
2020.4263    80.4     2.2  -133.4     2.2    78.0     3.9
2020.4291    78.5     2.2  -133.4     2.2    83.1     3.6
2020.4320    77.7     2.2  -136.0     2.2    82.7     3.5
2020.4350    78.0     2.1  -133.7     2.2    83.7     3.6
2020.4373    78.4     2.2  -134.2     2.2    85.7     3.6
2020.4400    79.9     2.2  -134.3     2.2    77.1     3.6
2020.4430    82.7     2.2  -133.8     2.2    80.2     3.6
2020.4460    81.0     2.2  -134.3     2.2    77.8     3.7
2020.4483    80.5     2.2  -135.0     2.2    78.7     3.6
2020.4510    79.9     2.1  -134.7     2.3    82.3     3.7
2020.4540    79.7     2.2  -133.7     2.2    82.5     3.6
2020.4570    79.3     2.2  -134.3     2.2    80.6     3.7
2020.4592    79.6     2.2  -134.1     2.2    80.4     3.6
2020.4620    79.4     2.1  -134.3     2.2    84.2     3.5
2020.4650    80.1     2.2  -133.4     2.3    82.5     3.6
2020.4680    80.6     2.2  -133.6     2.2    83.4     3.6
2020.4702    81.7     2.2  -133.6     2.2    80.3     3.6
2020.4730    81.3     2.1  -132.0     2.2    75.8     3.7
2020.4760    80.3     2.2  -135.2     2.2    85.1     3.6
2020.4783    80.7     2.2  -133.6     2.3    87.4     3.6
2020.4812    81.3     2.2  -136.4     2.2    79.5     3.6
2020.4840    77.8     2.2  -132.4     2.2    80.6     3.6
2020.4870    81.0     2.3  -133.9     2.2    77.9     3.6
2020.4893    81.6     2.1  -132.8     2.2    79.3     3.7
2020.4921    80.4     2.2  -133.5     2.2    78.0     3.6
2020.4950    80.1     2.2  -133.4     2.3    78.9     3.6
2020.4980    82.0     2.2  -134.0     2.2    80.3     4.3
2020.5003    80.5     2.2  -134.3     2.2    80.7     3.9
2020.5030    80.4     2.1  -135.6     2.2    83.4     3.7
2020.5060    80.5     2.2  -134.3     2.2    85.7     3.7
2020.5090    79.6     2.2  -136.0     2.2    83.5     3.7
2020.5113    80.2     2.2  -136.2     2.2    89.1     3.6
2020.5140    81.7     2.2  -136.0     2.2    81.3     3.6
2020.5170    81.7     2.1  -134.1     2.3    82.6     3.6
2020.5200    80.9     2.2  -135.4     2.3    74.8     3.7
2020.5222    81.9     2.2  -136.2     2.3    83.6     3.6
2020.5250    81.2     2.2  -136.2     2.2    88.0     3.6
2020.5280    80.9     2.2  -136.3     2.3    88.1     3.7
2020.5310    82.4     2.1  -137.0     2.3    89.6     3.8
2020.5332    80.3     2.2  -135.8     2.3    90.6     3.7
2020.5360    80.4     2.2  -138.0     2.2    89.9     3.6
2020.5390    82.3     2.1  -136.0     2.2    87.9     3.7
2020.5413    81.0     2.2  -136.7     2.2    89.3     3.7
2020.5441    81.5     2.2  -136.0     2.2    90.6     3.6
2020.5470    82.5     2.2  -135.0     2.2    89.2     3.6
2020.5500    82.9     2.2  -136.2     2.2    92.4     3.7
2020.5523    82.9     2.2  -137.2     2.2    93.0     3.9
2020.5550    85.1     2.2  -137.8     2.2    90.3     3.7
2020.5580    83.7     2.2  -137.0     2.2    93.4     3.6
2020.5610    82.5     2.2  -136.6     2.2    96.6     3.7
2020.5633    83.0     2.2  -138.3     2.2    93.3     3.8
2020.5660    82.4     2.2  -137.3     2.2    92.1     3.7
2020.5690    81.8     2.1  -136.3     2.2    90.7     3.8
2020.5720    81.6     2.1  -136.2     2.2    86.7     3.7
2020.5742    82.1     2.2  -136.7     2.2    91.1     3.7
2020.5770    81.5     2.2  -138.5     2.2    89.6     3.6
2020.5800    81.4     2.2  -136.7     2.2    89.5     3.6
2020.5830    82.2     2.2  -137.7     2.2    95.2     3.6
2020.5852    84.1     2.2  -137.1     2.3    94.1     3.6
2020.5880    83.3     2.2  -138.1     2.2    91.0     3.7
2020.5910    84.6     2.2  -136.7     2.2    94.1     3.7
2020.5933    85.0     2.2  -137.1     2.2    91.6     3.7
2020.5961    82.0     2.2  -136.8     2.2    96.2     3.7
2020.5990    81.8     2.2  -136.2     2.2    93.8     3.7
2020.6020    82.4     2.2  -137.8     2.2    92.6     3.7
2020.6043    81.2     2.3  -136.8     2.2    91.8     3.9
2020.6071    83.6     2.2  -137.2     2.2    91.8     3.6
2020.6100    81.6     2.2  -136.6     2.2    94.4     3.6
2020.6130    82.2     2.0  -137.3     2.3    91.0     3.5
2020.6153    79.8     2.2  -136.8     2.3    94.3     3.6
2020.6180    82.7     2.2  -137.7     2.2    91.8     3.6
2020.6210    81.5     2.2  -137.2     2.2    96.4     3.6
