% site name: KAGA
% Time      North     err   East      err    Up       err
% year      mm        mm    mm        mm     mm       mm
2010.1460   -45.5     2.3    71.1     2.3   -87.4     3.7
2010.1490   -46.0     2.2    72.0     2.3   -90.5     3.7
2010.1512   -45.7     2.2    71.9     2.3   -86.1     3.7
2010.1540   -45.4     2.1    73.7     2.3   -88.3     3.6
2010.1570   -46.3     2.2    71.9     2.3   -83.2     3.7
2010.1594   -45.0     2.2    71.9     2.3   -86.5     3.7
2010.1622   -45.2     2.2    71.2     2.3   -84.4     3.7
2010.1650   -46.2     2.1    72.4     2.3   -86.1     3.7
2010.1680   -46.0     2.2    72.4     2.3   -84.6     3.7
2010.1704   -45.0     2.3    73.0     2.3   -83.1     3.7
2010.1732   -45.1     2.2    72.7     2.3   -80.8     3.7
2010.1760   -45.0     2.2    72.4     2.3   -79.1     3.7
2010.1790   -44.5     2.1    72.9     2.3   -82.2     3.6
2010.1813   -42.9     2.2    73.4     2.3   -81.6     3.7
2010.1840   -43.2     2.2    73.4     2.3   -83.2     3.7
2010.1870   -43.0     2.3    72.8     2.3   -84.1     3.7
2010.1900   -43.2     2.3    73.0     2.2   -83.1     3.7
2010.1923   -43.6     2.1    72.3     2.3   -86.3     3.8
2010.1950   -44.0     2.2    72.3     2.3   -87.2     3.8
2010.1980   -42.9     2.2    72.8     2.3   -87.6     3.6
2010.2010   -42.9     2.2    72.6     2.3   -84.6     3.8
2010.2032   -43.1     2.1    72.0     2.5   -88.4     3.8
2010.2060   -42.4     2.2    72.0     2.3   -88.2     3.7
2010.2090   -41.5     2.2    71.9     2.3   -85.0     3.8
2010.2120   -42.0     2.1    71.9     2.3   -83.2     3.7
2010.2142   -41.9     2.3    71.1     2.3   -85.8     3.8
2010.2170   -42.7     2.2    70.8     2.3   -85.5     3.7
2010.2200   -43.2     2.2    72.2     2.3   -88.7     3.8
2010.2224   -42.5     2.1    71.7     2.3   -91.2     3.7
2010.2252   -43.0     2.2    70.8     2.3   -88.9     3.7
2010.2280   -42.3     2.1    71.7     2.3   -86.8     3.8
2010.2310   -40.6     2.1    70.8     2.3   -90.8     3.7
2010.2333   -41.9     2.1    70.5     2.3   -90.1     3.7
2010.2390   -43.1     2.2    70.2     2.4   -90.4     3.8
2010.2420   -43.2     2.2    71.4     2.3   -87.2     3.8
2010.2443   -44.2     2.2    70.9     2.3   -89.9     3.7
2010.2470   -43.6     2.1    71.9     2.3   -85.2     3.7
2010.2500   -43.3     2.2    72.1     2.3   -85.7     3.7
2010.2530   -42.3     2.1    71.6     2.4   -87.4     3.9
2010.2552   -42.0     2.1    71.3     2.3   -86.3     3.7
2010.2580   -42.6     2.2    70.9     2.2   -86.9     3.8
2010.2610   -41.2     2.2    72.3     2.3   -85.7     3.7
2010.2640   -42.7     2.2    69.1     2.3   -86.1     3.7
2010.2662   -40.6     2.2    70.5     2.3   -85.7     3.8
2010.2690   -41.5     2.2    70.1     2.2   -86.6     3.7
2010.2720   -40.5     2.1    71.7     2.2   -85.4     4.3
2010.2744   -40.8     2.2    69.8     2.2   -85.6     3.9
2010.2772   -40.7     2.2    68.7     2.2   -86.9     3.7
2010.2800   -42.8     2.1    70.3     2.3   -84.1     3.7
2010.2830   -42.5     2.3    69.5     2.3   -80.6     3.7
2010.2854   -42.5     2.3    68.8     2.3   -84.2     3.7
2010.2882   -41.2     2.2    69.1     2.3   -85.1     3.8
2010.2910   -41.1     2.2    69.2     2.2   -84.8     4.0
2010.2940   -40.6     2.1    70.3     2.3   -87.8     3.7
2010.2963   -40.8     2.2    70.1     2.3   -87.7     3.7
2010.2990   -41.3     2.2    70.3     2.3   -87.7     3.8
2010.3020   -40.9     2.2    70.1     2.3   -88.1     3.9
2010.3050   -40.4     2.1    69.4     2.3   -84.9     3.9
2010.3073   -40.4     2.1    69.5     2.3   -82.1     3.8
2010.3100   -40.5     2.2    68.9     2.3   -86.7     3.8
2010.3130   -41.2     2.1    67.9     2.3   -86.8     3.9
2010.3160   -39.9     2.1    69.3     2.3   -83.2     3.8
2010.3182   -39.7     2.2    70.3     2.3   -83.5     3.8
2010.3210   -40.7     2.2    70.0     2.3   -82.0     4.1
2010.3240   -40.2     2.2    69.9     2.3   -80.4     3.9
2010.3270   -40.7     2.2    68.1     2.3   -82.6     4.1
2010.3292   -39.8     2.1    68.8     2.3   -84.4     4.0
2010.3320   -40.2     2.3    68.5     2.3   -84.5     3.9
2010.3350   -39.5     2.1    69.8     2.3   -87.3     3.8
2010.3374   -39.1     2.2    70.4     2.3   -83.1     4.0
2010.3402   -39.8     2.2    69.2     2.3   -82.4     3.8
2010.3430   -40.4     2.1    67.9     2.3   -86.5     4.1
2010.3460   -40.4     2.3    67.6     2.3   -88.5     3.9
2010.3483   -38.8     2.1    67.6     2.3   -89.1     4.0
2010.3510   -40.2     2.5    66.6     2.3   -90.8     3.9
2010.3540   -40.6     2.3    67.0     2.3   -84.7     4.1
2010.3570   -42.6     2.2    68.1     2.3   -85.0     3.9
2010.3593   -43.6     2.1    68.6     2.3   -81.1     3.8
2010.3620   -40.6     2.2    67.9     2.3   -83.4     4.3
2010.3650   -40.5     2.1    67.8     2.3   -85.6     3.9
2010.3680   -40.4     2.2    67.2     2.3   -85.4     3.9
2010.3702   -40.9     2.3    67.7     2.3   -82.8     4.0
2010.3730   -40.3     2.2    67.8     2.2   -85.8     3.9
2010.3760   -40.9     2.1    67.8     2.3   -88.3     3.8
2010.3790   -40.3     2.3    68.9     2.3   -88.7     3.8
2010.3812   -40.7     2.3    70.1     2.3   -88.2     3.9
2010.3840   -41.6     2.2    67.5     2.5   -89.3     3.8
2010.3870   -41.0     2.3    68.2     2.3   -85.1     3.8
2010.3894   -41.2     2.3    68.0     2.3   -91.0     3.9
2010.3922   -43.7     2.3    67.7     2.3   -92.6     3.8
2010.3950   -43.3     2.2    67.0     2.2   -88.1     3.7
2010.3980   -42.2     2.2    64.8     2.3   -82.0     3.7
2010.4003   -40.9     2.3    67.7     2.3   -86.6     3.8
2010.4031   -41.5     2.3    67.2     2.3   -82.5     3.8
2010.4060   -42.0     2.3    66.5     2.3   -82.1     3.8
2010.4090   -38.4     2.4    67.1     2.3   -84.6     3.7
2010.4113   -40.0     2.3    67.4     2.3   -84.6     3.7
2010.4140   -40.1     2.3    67.7     2.3   -84.2     3.8
2010.4170   -40.0     2.3    67.5     2.3   -79.7     3.8
2010.4200   -39.5     2.3    67.2     2.3   -82.1     3.8
2010.4223   -40.1     2.4    66.5     2.3   -83.6     3.8
2010.4250   -38.9     2.3    66.9     2.3   -85.8     3.9
2010.4280   -39.8     2.3    66.1     2.3   -86.6     4.0
2010.4310   -38.9     2.3    65.8     2.3   -84.1     4.1
2010.4332   -38.9     2.3    66.8     2.4   -82.1     3.9
2010.4360   -39.0     2.3    66.4     2.3   -81.2     4.1
2010.4390   -40.0     2.3    66.0     2.4   -79.2     3.7
2010.4420   -38.5     2.5    65.3     2.5   -83.8     3.8
2010.4442   -38.9     2.3    65.9     2.3   -83.4     3.8
2010.4470   -40.8     2.3    65.5     2.3   -85.2     3.8
2010.4500   -40.0     2.3    65.3     2.3   -85.4     3.7
2010.4523   -40.0     2.2    65.1     2.3   -82.9     3.8
2010.4552   -39.5     2.2    65.4     2.5   -86.0     3.7
2010.4580   -41.2     2.2    65.3     2.3   -86.1     3.7
2010.4610   -39.4     2.3    66.1     2.4   -85.8     3.8
2010.4633   -38.0     2.3    66.0     2.3   -81.2     3.8
2010.4660   -40.3     2.3    65.9     2.4   -84.7     3.8
2010.4690   -40.2     2.2    65.9     2.3   -80.3     3.7
2010.4720   -38.8     2.2    66.1     2.3   -83.6     3.8
2010.4743   -38.4     2.1    65.4     2.5   -77.2     3.7
2010.4770   -39.7     2.2    65.4     2.3   -79.3     3.9
2010.4800   -39.8     2.2    65.6     2.3   -78.2     4.3
2010.4830   -39.8     2.2    65.6     2.4   -82.3     4.0
2010.4852   -38.4     2.3    63.7     2.4   -79.2     4.0
2010.4880   -40.9     2.2    65.9     2.3   -85.8     4.4
2010.4910   -40.2     2.1    64.9     2.3   -81.2     3.9
2010.4940   -39.3     2.3    65.3     2.3   -80.9     4.1
2010.4962   -39.6     2.3    64.0     2.3   -77.7     5.1
2010.4990   -38.9     2.3    64.4     2.3   -78.9     4.5
2010.5020   -39.1     2.2    65.2     2.3   -78.8     4.5
2010.5043   -39.7     2.3    65.7     2.3   -77.8     3.9
2010.5072   -38.3     2.3    65.1     2.3   -79.3     4.1
2010.5100   -40.6     2.4    64.9     2.2   -80.3     3.8
2010.5130   -38.8     2.3    65.8     2.3   -75.6     4.0
2010.5153   -39.3     2.3    64.5     2.3   -77.0     3.8
2010.5181   -37.9     2.1    65.0     2.3   -75.7     3.7
2010.5210   -40.6     2.2    64.2     2.3   -73.4     3.9
2010.5240   -40.6     2.2    65.7     2.3   -74.5     3.9
2010.5263   -40.8     2.3    64.2     2.3   -75.2     3.8
2010.5290   -41.4     2.2    64.2     2.3   -76.5     3.8
2010.5320   -41.2     2.2    63.8     2.3   -82.3     3.7
2010.5350   -40.1     2.1    63.4     2.3   -76.3     3.8
2010.5373   -41.5     2.1    63.5     2.3   -77.0     3.8
2010.5400   -41.8     2.2    64.1     2.4   -72.8     3.8
2010.5430   -41.2     2.2    65.7     2.5   -72.5     3.7
2010.5460   -41.1     2.3    65.1     2.3   -73.5     3.9
2010.5482   -40.6     2.2    64.5     2.4   -68.4     3.8
2010.5510   -40.7     2.3    63.7     2.3   -70.2     3.8
2010.5540   -41.7     2.2    63.3     2.3   -63.8     3.7
2010.5570   -40.3     2.3    63.6     2.3   -61.9     3.8
2010.5592   -39.9     2.5    64.7     2.3   -69.1     3.7
2010.5620   -42.3     2.3    62.5     2.3   -67.3     3.9
2010.5650   -39.7     2.4    61.8     2.3   -72.5     3.7
2010.5673   -39.1     2.5    62.1     2.3   -62.7     3.8
2010.5701   -40.0     2.3    63.5     2.3   -74.1     4.2
2010.5730   -40.1     2.4    63.7     2.3   -64.3     4.6
2010.5760   -40.9     2.8    62.0     2.3   -65.2     3.9
2010.5783   -40.2     2.5    63.8     2.3   -65.2     3.9
2010.5810   -40.5     2.5    61.7     2.3   -66.8     4.0
2010.5840   -40.5     2.3    62.8     2.3   -67.1     4.1
2010.5870   -39.6     2.4    63.3     2.3   -65.2     3.9
2010.5893   -39.4     2.3    61.7     2.3   -67.8     3.7
2010.5920   -38.8     2.3    62.7     2.5   -63.9     3.7
2010.5950   -37.4     2.3    61.8     2.3   -62.7     3.9
2010.5980   -37.5     2.1    61.3     2.5   -63.1     3.7
2010.6002   -37.3     2.3    61.6     2.5   -71.6     3.7
2010.6030   -37.8     2.3    63.6     2.3   -63.5     3.7
2010.6060   -41.6     2.2    62.1     2.3   -52.4     3.7
2010.6090   -41.3     2.2    63.5     2.8   -39.9     3.8
2010.6112   -36.7     2.2    61.2     2.5   -59.7     3.8
2010.6140   -38.1     2.3    62.7     2.6   -67.2     3.8
2010.6170   -36.4     2.3    63.7     2.3   -63.0     4.0
2010.6193   -37.3     2.3    63.1     2.5   -63.6     3.8
2010.6221   -37.4     2.2    62.3     2.3   -69.7     3.8
2010.6250   -38.3     2.3    60.8     2.4   -60.5     3.8
2010.6280   -37.1     2.3    61.2     2.3   -62.6     3.7
2010.6303   -38.2     2.2    61.7     2.3   -63.3     3.7
2010.6331   -37.5     2.1    63.2     2.3   -69.2     3.7
2010.6360   -37.8     2.3    61.5     2.3   -58.9     3.7
2010.6390   -37.3     2.2    62.7     2.3   -64.0     3.7
2010.6413   -37.3     2.3    61.5     2.3   -64.8     3.7
2010.6440   -37.4     2.2    61.1     2.3   -60.3     4.6
2010.6470   -37.3     2.3    61.5     2.3   -60.1     4.2
2010.6500   -38.5     2.4    62.1     2.3   -58.6     4.6
2010.6523   -38.6     2.6    62.0     2.3   -59.1     4.2
2010.6550   -38.3     2.3    62.5     2.3   -62.4     3.7
2010.6580   -38.2     2.3    62.0     2.3   -59.8     3.8
2010.6610   -37.0     2.3    62.5     2.3   -59.6     3.8
2010.6632   -39.2     2.4    62.8     2.3   -60.4     3.7
2010.6660   -37.9     2.3    64.5     2.3   -60.5     3.7
2010.6690   -37.2     2.2    62.4     2.3   -56.7     3.7
2010.6720   -38.7     2.2    63.1     2.3   -60.1     3.7
2010.6741   -36.8     2.3    61.0     2.3   -58.8     3.7
2010.6770   -35.5     2.2    60.5     2.3   -56.3     3.7
2010.6800   -35.6     2.1    61.6     2.3   -57.5     3.8
2010.6823   -37.2     2.2    61.3     2.5   -63.5     3.7
2010.6851   -36.7     2.2    60.9     2.6   -63.1     3.8
2010.6880   -37.1     2.2    61.7     2.3   -57.9     3.8
2010.6910   -36.4     2.3    61.1     2.3   -61.8     3.7
2010.6933   -36.9     2.3    61.3     2.3   -60.9     4.0
2010.6960   -36.9     2.4    61.2     2.5   -55.3     4.0
2010.6990   -35.1     2.3    61.7     2.3   -54.9     3.9
2010.7020   -35.7     2.2    61.0     2.3   -57.2     3.7
2010.7043   -35.7     2.2    60.2     2.3   -54.3     3.7
2010.7070   -35.2     2.2    61.5     2.3   -58.6     3.7
2010.7100   -35.3     2.1    60.9     2.3   -56.6     3.7
2010.7130   -36.2     2.2    61.6     2.3   -54.9     3.7
2010.7152   -34.9     2.2    60.3     2.3   -54.4     3.8
2010.7180   -35.8     2.1    59.4     2.3   -55.6     3.9
2010.7210   -35.7     2.2    60.5     2.3   -56.5     4.0
2010.7240   -35.8     2.6    60.8     2.3   -55.7     4.0
2010.7261   -35.4     2.4    60.9     2.3   -63.3     3.8
2010.7290   -36.5     2.6    60.0     2.5   -54.3     3.7
2010.7320   -37.5     2.4    59.6     2.3   -53.5     3.9
2010.7343   -34.8     2.2    59.5     2.3   -57.4     3.9
2010.7371   -34.5     2.3    60.7     2.3   -53.6     3.9
2010.7400   -35.2     2.3    59.7     2.3   -55.6     3.8
2010.7430   -35.3     2.2    60.3     2.3   -52.9     3.7
2010.7453   -35.5     2.2    59.8     2.3   -51.8     3.7
2010.7481   -34.4     2.2    59.3     2.3   -53.4     3.8
2010.7510   -34.5     2.1    59.6     2.3   -54.4     3.7
2010.7540   -34.8     2.2    59.1     2.2   -51.1     3.7
2010.7563   -35.1     2.1    59.1     2.6   -48.8     3.8
2010.7590   -35.8     2.3    59.2     2.5   -52.2     3.7
2010.7620   -37.6     2.1    58.8     2.5   -53.3     3.8
2010.7650   -36.8     2.3    59.5     2.5   -50.0     3.7
2010.7673   -37.4     2.2    60.0     2.3   -51.9     3.7
2010.7700   -35.6     2.2    60.6     2.3   -57.2     3.8
2010.7730   -37.4     2.4    60.0     2.3   -61.9     3.9
2010.7760   -36.4     2.3    60.0     2.2   -61.4     3.8
2010.7781   -34.4     2.3    58.7     2.3   -52.1     3.7
2010.7810   -36.4     2.2    58.1     2.3   -57.1     3.7
2010.7840   -36.0     2.2    58.4     2.3   -56.3     3.8
2010.7864   -35.0     2.2    57.4     2.2   -56.2     3.8
2010.7891   -34.5     2.2    56.9     2.3   -55.8     3.8
2010.7920   -35.3     2.2    58.1     2.3   -54.7     3.9
2010.7950   -35.8     2.3    57.5     2.3   -56.2     3.7
2010.7973   -34.7     2.3    57.9     2.3   -55.5     3.8
2010.8001   -35.3     2.3    58.0     2.3   -55.9     3.9
2010.8030   -35.1     2.4    57.2     2.3   -52.9     3.8
2010.8060   -34.0     2.3    56.5     2.5   -59.7     4.0
2010.8083   -34.9     2.2    59.1     2.3   -55.9     4.0
2010.8110   -34.4     2.3    56.9     2.3   -52.6     3.9
2010.8140   -34.3     2.3    58.6     2.3   -52.1     3.9
2010.8170   -33.9     2.3    58.7     2.3   -48.7     3.7
2010.8193   -32.8     2.3    58.2     2.3   -51.5     3.7
2010.8220   -32.5     2.2    58.0     2.3   -53.3     3.8
2010.8250   -34.5     2.2    58.5     2.3   -53.0     3.8
2010.8280   -33.4     2.3    56.9     2.3   -50.9     4.2
2010.8302   -34.1     2.2    57.8     2.3   -55.5     3.7
2010.8330   -34.7     2.2    57.5     2.3   -55.2     3.9
2010.8360   -33.9     2.3    57.3     2.5   -52.1     3.7
2010.8390   -33.1     2.2    57.6     2.3   -50.4     3.7
2010.8411   -34.1     2.2    57.3     2.3   -52.0     4.0
2010.8440   -35.6     2.2    57.1     2.3   -51.6     3.9
2010.8470   -35.3     2.3    57.0     2.3   -53.5     4.2
2010.8493   -33.2     2.3    58.3     2.3   -52.2     3.7
2010.8521   -34.1     2.3    57.7     2.3   -49.7     3.7
2010.8550   -32.9     2.3    56.5     2.3   -52.5     3.6
2010.8580   -32.4     2.2    56.2     2.3   -48.6     3.8
2010.8603   -32.8     2.1    56.5     2.3   -49.5     4.0
2010.8631   -33.7     2.2    54.9     2.3   -53.0     4.0
2010.8660   -33.8     2.3    55.5     2.3   -55.0     3.7
2010.8690   -32.8     2.3    55.1     2.3   -52.2     3.8
2010.8713   -32.7     2.3    55.4     2.3   -52.9     3.7
2010.8740   -32.5     2.2    56.7     2.3   -55.7     3.7
2010.8770   -32.7     2.3    55.8     2.3   -58.6     3.8
2010.8800   -32.5     2.3    54.9     2.3   -55.9     3.7
2010.8823   -32.6     2.3    55.8     2.3   -56.5     4.1
2010.8850   -31.9     2.4    56.8     2.3   -58.5     3.8
2010.8880   -33.2     2.4    54.7     2.3   -54.8     3.8
2010.8931   -29.1     2.3    55.5     2.3   -44.8     3.7
2010.8960   -32.5     2.4    55.8     2.3   -56.7     3.7
2010.8990   -32.1     2.2    55.6     2.3   -57.6     3.7
2010.9014   -33.7     2.2    55.9     2.3   -62.5     3.7
2010.9041   -32.4     2.3    54.7     2.3   -61.2     3.6
2010.9070   -32.5     2.3    56.4     2.3   -61.8     3.8
2010.9100   -32.0     2.4    55.7     2.3   -58.1     3.7
2010.9123   -31.9     2.2    55.3     2.3   -52.1     3.7
2010.9151   -34.3     2.3    54.0     2.3   -51.9     3.7
2010.9180   -32.3     2.2    55.0     2.5   -60.9     3.9
2010.9210   -33.0     2.2    55.1     2.5   -59.2     3.8
2010.9233   -35.5     2.4    55.0     2.3   -57.3     3.8
2010.9260   -34.6     2.3    56.5     2.4   -57.2     3.7
2010.9290   -35.1     2.5    56.5     2.3   -57.1     3.7
2010.9320   -33.4     2.2    57.4     2.3   -55.3     3.7
2010.9343   -34.6     2.2    54.5     2.3   -57.1     3.7
2010.9370   -35.7     2.2    53.1     2.4   -57.2     3.7
2010.9400   -35.1     2.3    54.1     2.5   -52.5     3.9
2010.9430   -34.1     2.2    53.5     2.3   -43.6     3.7
2010.9451   -32.8     2.2    54.2     2.3   -48.6     3.8
2010.9480   -33.9     2.2    54.2     2.3   -54.0     3.7
2010.9510   -31.4     2.3    56.6     2.3   -49.4     3.6
2010.9534   -34.1     2.2    55.6     2.5   -55.0     3.7
2010.9561   -34.0     2.2    54.9     2.3   -65.6     3.7
2010.9590   -32.9     2.2    54.9     2.5   -65.6     3.7
2010.9620   -32.7     2.2    53.8     2.3   -61.8     3.8
2010.9643   -33.8     2.4    53.2     2.3   -62.5     3.9
2010.9671   -33.3     2.3    56.6     2.3   -57.5     4.4
2010.9700   -34.8     2.3    54.7     2.3   -59.6     3.7
2010.9730   -33.4     2.4    53.8     2.4   -54.9     3.8
2010.9753   -32.5     2.2    54.3     2.4   -53.0     4.0
2010.9781   -32.1     2.2    54.9     2.3   -56.5     3.9
2010.9810   -33.1     2.2    54.6     2.3   -62.3     3.6
2010.9840   -32.5     2.2    54.6     2.2   -56.9     3.7
2010.9863   -32.7     2.2    55.0     2.2   -56.6     3.7
2010.9890   -32.8     2.3    54.6     2.3   -55.9     3.7
2010.9920   -33.0     2.2    54.7     2.2   -57.0     3.7
2010.9950   -31.4     2.2    55.2     2.5   -53.0     3.7
2010.9973   -31.4     2.3    55.9     2.3   -54.2     3.8
2011.0000   -32.2     2.3    55.3     2.3   -55.6     3.9
2011.0030   -31.3     2.3    55.9     2.5   -56.3     3.7
2011.0054   -32.1     2.3    55.9     2.3   -56.3     3.8
2011.0081   -31.5     2.2    55.8     2.2   -54.0     3.8
2011.0110   -31.7     2.2    56.2     2.2   -57.0     3.7
2011.0140   -28.8     2.2    55.8     2.2   -55.7     4.1
2011.0164   -29.7     2.2    54.4     2.3   -57.5     4.1
2011.0191   -31.6     2.2    53.6     2.3   -55.7     3.7
2011.0220   -29.9     2.3    53.1     2.2   -60.3     3.7
2011.0250   -29.7     2.2    53.6     2.2   -58.9     3.7
2011.0273   -29.6     2.3    53.9     2.3   -61.8     3.7
2011.0301   -29.9     2.2    54.1     2.3   -63.3     4.0
2011.0330   -31.6     2.3    52.6     2.3   -64.1     3.7
2011.0360   -33.1     2.2    52.0     2.3   -60.9     3.8
2011.0383   -33.2     2.2    53.0     2.2   -57.1     3.8
2011.0410   -32.1     2.2    53.0     2.2   -54.9     3.7
2011.0440   -31.8     2.3    54.6     2.2   -53.0     3.7
2011.0470   -31.9     2.2    51.8     2.2   -53.5     4.4
2011.0493   -31.9     2.5    53.1     2.2   -55.4     4.1
2011.0520   -30.7     2.2    52.1     2.3   -56.0     3.7
2011.0550   -31.9     2.3    51.9     2.2   -54.2     3.8
2011.0574   -31.4     2.4    52.2     2.3   -56.7     3.7
2011.0601   -29.5     2.3    52.0     2.3   -59.0     3.7
2011.0630   -30.4     2.2    54.0     2.3   -54.7     3.7
2011.0660   -29.8     2.2    51.7     2.2   -47.7     3.7
2011.0684   -32.3     2.3    52.3     2.2   -53.8     3.7
2011.0711   -33.3     2.2    52.6     2.3   -48.7     3.7
2011.0740   -31.8     2.2    51.2     2.3   -52.5     3.7
2011.0770   -32.0     2.2    51.2     2.4   -49.4     3.7
2011.0793   -33.1     2.3    50.5     2.5   -56.1     3.7
2011.0821   -33.0     2.3    51.9     2.3   -55.1     3.7
2011.0850   -32.5     2.2    50.9     2.3   -54.8     3.7
2011.0880   -32.3     2.2    50.7     2.5   -50.3     3.8
2011.0903   -33.2     2.3    50.7     2.3   -52.7     3.8
2011.0931   -33.6     2.3    51.6     2.3   -47.5     3.7
2011.0960   -31.5     2.4    51.7     2.2   -49.5     3.7
2011.0990   -31.0     2.4    52.6     2.3   -52.5     4.1
2011.1013   -30.9     2.2    51.1     2.2   -52.4     3.7
2011.1040   -28.4     2.2    51.5     2.2   -48.3     3.8
2011.1070   -32.8     2.2    51.6     2.2   -50.5     3.9
2011.1094   -31.0     2.3    51.9     2.3   -52.8     3.7
2011.1123   -31.4     2.3    51.2     2.3   -57.1     3.7
2011.1150   -30.5     2.2    53.9     2.2   -42.1     3.7
2011.1180   -30.6     2.3    51.6     2.3   -50.4     3.7
2011.1204   -30.6     2.3    52.4     2.3   -53.4     3.7
2011.1231   -32.8     2.1    50.6     2.3   -52.4     3.8
2011.1260   -32.1     2.2    50.8     2.3   -56.8     3.9
2011.1290   -29.8     2.5    51.3     2.4   -58.7     4.2
2011.1314   -30.6     2.4    52.0     2.2   -59.7     4.0
2011.1341   -31.1     2.2    52.7     2.2   -60.4     3.8
2011.1370   -29.9     2.3    51.8     2.3   -56.5     3.7
2011.1400   -31.2     2.1    52.4     2.3   -58.2     3.7
2011.1423   -31.8     2.2    52.8     2.3   -60.1     3.7
2011.1451   -30.0     2.2    52.3     2.3   -57.6     4.0
2011.1480   -29.2     2.2    52.8     2.3   -55.2     3.7
2011.1510   -28.9     2.2    53.0     2.3   -52.0     3.7
2011.1533   -29.0     2.2    53.1     2.3   -48.0     3.7
2011.1560   -28.7     2.2    53.0     2.3   -52.2     3.7
2011.1590   -27.3     2.2    52.7     2.6   -48.9     3.7
2011.1614   -27.7     2.2    52.9     2.5   -48.8     3.7
2011.1643   -27.7     2.2    51.3     2.3   -54.0     3.6
2011.1670   -28.5     2.2    51.8     2.3   -54.6     3.7
2011.1700   -29.4     2.2    51.1     2.3   -56.8     3.8
2011.1724   -29.6     2.2    51.2     2.2   -57.6     3.8
2011.1751   -28.4     2.2    50.5     2.2   -47.5     3.7
2011.1780   -29.7     2.2    49.2     2.2   -51.1     3.7
2011.1810   -28.4     2.4    50.6     2.3   -52.5     3.7
2011.1834   -30.4     2.2    51.2     2.2   -57.1     3.8
2011.1861   -30.4     2.3    50.8     2.2   -56.8     3.8
2011.1890   -31.9     2.3    51.7     2.2   -56.4     4.2
2011.1920   -30.6     2.1    52.4     2.2   -51.7     3.8
2011.1943   -29.0     2.2    51.5     2.2   -55.0     3.7
2011.1971   -29.3     2.1    50.0     2.2   -53.7     3.8
2011.2000   -30.1     2.1    50.4     2.3   -48.9     3.7
2011.2030   -29.5     2.3    49.9     2.3   -51.7     3.7
2011.2053   -30.6     2.3    50.6     2.2   -49.1     4.1
2011.2081   -31.7     2.3    50.9     2.2   -53.0     3.7
2011.2110   -29.2     2.4    50.6     2.5   -54.8     3.7
2011.2140   -30.5     2.3    50.1     2.3   -55.4     3.8
2011.2163   -30.0     2.3    50.9     2.3   -56.5     3.7
2011.2190   -29.5     2.2    51.5     2.3   -54.3     3.7
2011.2220   -30.4     2.2    51.1     2.3   -56.4     3.7
2011.2244   -30.4     2.2    52.0     2.3   -61.6     3.7
2011.2272   -31.2     2.4    51.4     2.3   -60.1     4.0
2011.2300   -29.4     2.2    51.8     2.3   -57.6     3.7
2011.2330   -28.7     2.2    52.0     2.3   -56.0     3.7
2011.2354   -29.5     2.2    50.4     2.3   -52.5     3.8
2011.2381   -29.6     2.2    51.1     2.3   -56.7     3.7
2011.2410   -29.1     2.2    52.6     2.5   -58.5     3.8
2011.2440   -28.1     2.2    51.1     2.3   -52.0     3.7
2011.2464   -29.8     2.2    50.5     2.3   -50.0     3.8
2011.2491   -28.8     2.2    50.5     2.2   -50.0     3.7
2011.2520   -28.8     2.3    50.9     2.2   -50.7     3.8
2011.2550   -30.0     2.3    48.8     2.3   -54.2     4.0
2011.2573   -29.4     2.2    50.3     2.4   -50.8     3.9
2011.2601   -29.7     2.2    50.3     2.3   -51.6     3.9
2011.2630   -30.0     2.2    50.2     2.3   -54.1     4.0
2011.2660   -31.2     2.3    48.4     2.2   -54.8     4.1
2011.2683   -30.1     2.3    48.4     2.2   -54.8     3.8
2011.2710   -30.0     2.4    50.1     2.2   -53.1     3.9
2011.2740   -30.4     2.3    48.9     2.2   -53.3     3.9
2011.2764   -29.4     2.3    48.6     2.2   -54.7     3.6
2011.2792   -29.5     2.3    48.4     2.2   -53.5     3.6
2011.2820   -29.9     2.2    48.9     2.3   -52.1     3.7
2011.2850   -29.8     2.2    48.0     2.3   -52.2     3.8
2011.2874   -30.5     2.4    47.3     2.2   -54.4     4.0
2011.2901   -30.5     2.2    48.4     2.2   -53.8     3.7
2011.2930   -30.1     2.2    48.2     2.2   -52.2     3.8
2011.2960   -29.5     2.3    48.7     2.3   -56.0     3.6
2011.2984   -29.1     2.2    48.6     2.3   -54.8     3.6
2011.3011   -29.4     2.2    49.2     2.6   -52.3     3.7
2011.3040   -28.5     2.2    49.3     2.3   -55.6     4.0
2011.3070   -28.8     2.2    49.7     2.3   -53.0     3.9
2011.3093   -29.3     2.3    48.9     2.3   -51.0     3.7
2011.3121   -29.9     2.2    49.2     2.2   -56.8     3.8
2011.3150   -29.3     2.2    48.7     2.2   -53.3     3.8
2011.3180   -29.4     2.3    48.3     2.3   -56.2     3.7
2011.3203   -29.5     2.3    47.9     2.2   -56.6     3.7
2011.3231   -29.1     2.2    48.1     2.2   -57.1     3.9
2011.3260   -29.3     2.2    48.0     2.3   -61.5     3.7
2011.3284   -28.3     2.3    47.7     2.2   -60.5     3.7
2011.3312   -29.4     2.2    47.9     2.2   -62.0     3.9
2011.3340   -28.0     2.3    48.6     2.2   -62.3     3.9
2011.3370   -28.1     2.3    47.8     2.2   -59.3     4.2
2011.3394   -27.7     2.3    49.1     2.3   -55.7     3.7
2011.3422   -29.3     2.3    47.9     2.3   -55.6     3.8
